Claim ID,Payer,Service Type,Claim Volume,Processing Time (days),Authorization Requests,Authorization Turnaround Time (days),Claim Resubmission Rates (%),Administrative Staff Turnover Rate (%),Cost Per Authorization ($),Revenue Cycle Time (days),Payment Discrepancies ($),Patient Wait Times (days),Patient Retention Rates (%),Patient Health Outcomes (scale 1-10),Data Completeness (%),Data Timeliness (days),User Adoption Rates (%),Payer Response Time (days),Payer Reimbursement Rates (%),Payer Policy Change Frequency (times/year),System Downtime (hours),System Response Time (seconds),Integration Success Rates (%),Training Hours,Resource Utilization Rates (%),Staff Satisfaction (scale 1-10),Date
2572.0,Payer A,Cardiology,134.0,22.0,62.0,7.0,5.68,13.19,81.46,58.0,2998.25,7.0,80.78,8.0,87.0,3.0,86.43,27.0,58.92,1.0,0.0,1.61,70.06,15.0,57.47,7.0,2021-01-18
2573.0,Payer A,,121.0,120.0,,11.0,21.42,12.75,113.33,34.0,,8.0,75.3,9.0,92.48,1.0,73.97,30.0,58.09,1.0,0.0,1.28,92.82,20.0,62.08,6.0,2021-04-12
2574.0,Payer B,Oncology,292.0,36.0,32.0,14.0,15.92,14.38,118.85,40.0,,,77.34,6.0,83.85,2.0,75.16,29.0,68.05,2.0,,4.33,92.49,42.0,70.19,7.0,2022-01-31
2575.0,Payer A,Surgery,249.0,29.0,,27.0,11.76,6.42,115.84,,3911.17,14.0,,9.0,82.97,2.0,64.03,19.0,78.67,3.0,2.0,1.5,86.56,14.0,69.09,8.0,2022-06-08
2576.0,Payer A,Radiology,211.0,29.0,53.0,,10.02,8.76,110.33,48.0,2638.23,14.0,75.89,6.0,,2.0,72.61,22.0,70.85,1.0,2.0,1.12,92.43,43.0,66.01,9.0,2021-05-29
2577.0,Payer B,Cardiology,110.0,30.0,51.0,20.0,16.88,7.82,91.36,57.0,3526.76,8.0,76.15,5.0,80.64,1.0,71.61,34.0,79.84,1.0,2.0,1.26,88.74,,,7.0,2023-10-19
2578.0,Payer A,,102.0,36.0,74.0,6.0,9.16,13.61,87.33,36.0,3307.78,8.0,90.83,6.0,94.87,4.0,70.55,21.0,,3.0,,2.47,90.92,33.0,55.89,5.0,2023-11-23
2579.0,Payer A,Radiology,236.0,24.0,52.0,28.0,11.48,9.88,,50.0,2686.25,7.0,83.7,6.0,85.17,2.0,86.62,22.0,87.42,3.0,0.0,3.39,71.94,22.0,82.84,6.0,2020-04-29
2580.0,Payer B,Radiology,159.0,32.0,,21.0,17.73,5.27,56.37,55.0,3388.85,10.0,91.42,8.0,82.48,2.0,61.78,,70.05,2.0,3.0,2.59,,15.0,67.95,7.0,2022-01-19
2581.0,Payer B,Oncology,175.0,29.0,47.0,,,12.08,137.58,51.0,4788.99,5.0,82.86,7.0,93.98,3.0,89.16,,85.85,2.0,2.0,2.82,89.32,43.0,,9.0,2020-02-24
2582.0,Payer B,,186.0,28.0,61.0,5.0,15.66,8.89,132.53,35.0,1771.57,13.0,92.73,6.0,96.86,4.0,,38.0,57.08,3.0,0.0,,,34.0,71.86,9.0,2022-12-29
,Payer C,Surgery,113.0,120.0,36.0,10.0,,10.31,84.64,40.0,,14.0,76.37,,80.4,3.0,88.37,26.0,75.65,1.0,2.0,4.04,81.62,32.0,73.02,9.0,2020-12-21
2584.0,Payer C,Radiology,117.0,20.0,62.0,9.0,20.26,13.94,,56.0,30000.0,7.0,85.42,5.0,84.67,2.0,76.44,35.0,,3.0,20.0,2.36,70.84,22.0,78.19,7.0,2023-08-04
,Payer B,Surgery,212.0,23.0,34.0,29.0,18.29,7.57,143.22,43.0,30000.0,,82.58,9.0,98.9,4.0,,30.0,62.21,3.0,1.0,1.62,97.04,37.0,75.18,,2022-02-12
,Payer B,,172.0,23.0,78.0,,9.92,,,57.0,2152.58,7.0,92.97,5.0,87.71,,65.61,28.0,79.16,1.0,20.0,4.0,99.57,22.0,60.96,8.0,2022-06-30
2587.0,Payer B,Cardiology,122.0,37.0,57.0,27.0,22.34,7.63,124.25,33.0,3505.46,11.0,80.46,9.0,98.77,1.0,79.63,21.0,87.02,,2.0,3.29,94.23,16.0,72.15,5.0,2022-10-05
2588.0,,,182.0,28.0,37.0,22.0,13.73,8.38,58.27,57.0,1524.9,12.0,91.37,,,3.0,86.46,25.0,,2.0,4.0,4.85,97.45,26.0,59.78,7.0,2022-08-19
2589.0,Payer C,Cardiology,224.0,37.0,44.0,16.0,5.88,6.07,102.34,37.0,,6.0,84.1,7.0,84.36,4.0,64.18,29.0,60.35,3.0,4.0,4.63,73.63,18.0,73.55,8.0,2023-06-14
2590.0,Payer A,Radiology,274.0,33.0,33.0,11.0,9.89,,138.4,38.0,4314.21,5.0,87.71,6.0,84.28,3.0,63.81,29.0,99.59,,20.0,3.25,73.86,23.0,67.28,,2020-08-05
2591.0,Payer A,Surgery,168.0,34.0,63.0,19.0,20.31,7.07,105.17,31.0,3608.26,9.0,,8.0,81.7,4.0,69.12,31.0,,3.0,1.0,1.28,96.39,39.0,51.58,5.0,2021-12-24
2592.0,Payer B,Cardiology,146.0,,34.0,7.0,6.38,14.26,111.63,54.0,2833.66,12.0,94.92,9.0,97.93,4.0,64.85,19.0,,3.0,2.0,,71.73,47.0,79.36,9.0,2023-07-17
2593.0,Payer C,Surgery,,29.0,62.0,20.0,7.95,7.16,140.76,40.0,4731.82,7.0,,7.0,99.6,3.0,63.32,32.0,54.26,1.0,4.0,4.35,72.8,39.0,60.99,5.0,2023-09-03
2594.0,Payer C,Radiology,129.0,120.0,34.0,5.0,18.88,7.56,121.54,57.0,4322.99,10.0,77.86,9.0,99.09,3.0,,32.0,84.74,3.0,0.0,,94.51,42.0,,6.0,2020-09-20
2595.0,Payer C,Cardiology,124.0,23.0,,20.0,22.85,7.97,119.59,49.0,,7.0,,8.0,97.04,1.0,66.41,24.0,75.41,3.0,,3.24,86.71,34.0,61.22,7.0,2020-12-09
2596.0,Payer B,Radiology,255.0,37.0,63.0,28.0,17.67,12.69,108.64,51.0,3807.49,10.0,77.73,8.0,,3.0,80.01,39.0,57.88,1.0,2.0,3.76,81.75,40.0,89.86,7.0,2022-04-06
2597.0,Payer A,Cardiology,211.0,37.0,55.0,16.0,9.45,9.28,113.3,59.0,3267.72,8.0,72.45,8.0,93.22,4.0,85.86,,81.64,1.0,4.0,3.16,86.6,32.0,68.52,,2021-06-04
2598.0,Payer B,Oncology,124.0,36.0,30.0,23.0,,13.19,130.37,36.0,3351.77,11.0,,6.0,96.52,2.0,79.56,17.0,76.29,1.0,0.0,3.31,96.36,36.0,51.06,7.0,2022-12-01
2599.0,Payer A,Cardiology,173.0,31.0,33.0,12.0,17.3,,147.92,33.0,,14.0,84.52,6.0,84.17,3.0,63.58,,78.25,,4.0,1.9,92.71,42.0,53.05,7.0,2022-11-07
2600.0,Payer A,Surgery,157.0,26.0,68.0,27.0,5.95,14.29,129.53,53.0,30000.0,5.0,90.26,7.0,87.76,3.0,77.21,14.0,99.74,1.0,20.0,2.82,90.75,29.0,53.28,5.0,2023-05-18
2601.0,Payer B,Cardiology,193.0,35.0,55.0,16.0,17.25,12.57,120.75,,30000.0,5.0,70.9,8.0,,4.0,71.81,21.0,51.43,3.0,3.0,1.04,99.31,37.0,52.25,6.0,2021-03-07
2602.0,,Radiology,218.0,30.0,62.0,19.0,9.51,5.52,63.55,43.0,2429.39,9.0,84.17,6.0,97.5,2.0,70.3,19.0,95.75,2.0,2.0,3.67,85.64,17.0,,9.0,2020-11-25
2603.0,Payer A,Radiology,226.0,,62.0,6.0,23.09,13.37,131.71,55.0,3783.31,13.0,79.29,5.0,93.21,1.0,69.56,31.0,92.09,1.0,0.0,2.33,70.19,31.0,62.98,9.0,2020-10-02
2604.0,Payer C,Cardiology,268.0,22.0,,21.0,14.5,14.38,123.6,53.0,4812.86,9.0,92.31,5.0,96.78,2.0,87.88,23.0,70.77,2.0,1.0,3.63,82.87,44.0,54.45,8.0,2023-12-16
2605.0,Payer A,Surgery,124.0,38.0,49.0,11.0,9.48,14.94,127.04,30.0,4852.26,8.0,73.63,6.0,89.48,,82.28,,,2.0,1.0,4.71,72.9,40.0,,6.0,2022-07-25
2606.0,Payer B,Oncology,177.0,,,17.0,22.06,6.25,73.11,53.0,3222.89,12.0,84.09,7.0,94.35,4.0,64.02,,82.43,1.0,3.0,3.37,73.49,33.0,64.61,,2021-12-27
2607.0,Payer B,Surgery,198.0,29.0,50.0,5.0,10.08,11.13,140.34,55.0,3426.49,9.0,94.27,9.0,99.6,4.0,74.28,21.0,94.47,1.0,,2.31,77.65,24.0,75.45,9.0,2022-01-16
2608.0,Payer A,Oncology,215.0,25.0,74.0,10.0,11.13,6.99,,59.0,1742.88,5.0,78.63,8.0,83.07,4.0,69.55,33.0,79.74,,2.0,1.83,81.44,40.0,57.83,8.0,2023-03-17
2609.0,,Radiology,147.0,,55.0,,21.69,7.63,75.36,41.0,3781.23,11.0,88.54,6.0,98.54,2.0,89.34,22.0,60.81,1.0,2.0,2.01,84.45,14.0,86.56,7.0,2022-12-09
2610.0,Payer C,Surgery,109.0,29.0,52.0,15.0,11.18,12.46,116.3,48.0,30000.0,8.0,92.06,7.0,90.45,,89.34,30.0,78.81,2.0,1.0,,75.09,31.0,70.64,7.0,
2611.0,Payer A,Oncology,198.0,37.0,47.0,14.0,,14.78,117.37,34.0,2138.74,14.0,74.66,9.0,92.86,2.0,69.59,30.0,58.95,2.0,2.0,,79.35,26.0,74.95,5.0,2021-11-30
2612.0,Payer A,Cardiology,110.0,39.0,60.0,,11.95,10.95,,59.0,3673.45,9.0,94.81,7.0,,3.0,70.56,26.0,57.04,2.0,,2.76,78.3,37.0,51.58,9.0,2022-09-13
,Payer B,Radiology,184.0,35.0,71.0,28.0,7.33,13.51,120.15,55.0,2241.24,10.0,90.23,9.0,88.19,4.0,77.98,10.0,82.7,3.0,3.0,,80.96,12.0,72.36,7.0,
2614.0,Payer A,Cardiology,248.0,25.0,41.0,,5.78,,88.79,37.0,1199.39,11.0,73.44,5.0,88.37,,74.38,31.0,97.37,3.0,1.0,4.09,73.24,28.0,64.72,,2022-03-21
2615.0,Payer C,Radiology,272.0,32.0,30.0,24.0,19.49,5.37,50.02,40.0,30000.0,6.0,77.77,9.0,90.54,3.0,66.39,19.0,79.42,1.0,4.0,,81.92,47.0,86.97,8.0,2020-04-14
2616.0,Payer A,,,23.0,71.0,21.0,17.9,10.97,66.26,51.0,2241.32,5.0,85.62,5.0,80.38,3.0,79.81,35.0,89.79,1.0,4.0,2.2,86.63,36.0,85.43,9.0,2020-10-18
2617.0,Payer B,,291.0,33.0,38.0,21.0,,,138.26,33.0,1252.42,7.0,92.12,8.0,89.93,1.0,70.02,14.0,58.42,1.0,,1.89,72.91,26.0,75.51,5.0,2020-08-19
2618.0,Payer B,Radiology,225.0,20.0,32.0,8.0,10.91,13.9,72.27,44.0,1299.15,14.0,74.87,6.0,85.82,,79.61,,82.71,2.0,20.0,1.74,85.62,,80.71,8.0,2023-01-29
2619.0,Payer B,Radiology,163.0,39.0,55.0,9.0,23.9,8.02,61.29,49.0,2007.04,5.0,88.28,5.0,98.56,4.0,71.51,19.0,86.65,2.0,0.0,,92.68,46.0,75.78,,
2620.0,Payer B,Radiology,,120.0,38.0,27.0,24.75,9.32,118.22,41.0,1712.06,8.0,76.77,7.0,81.75,,81.01,15.0,52.08,2.0,1.0,,70.25,30.0,50.68,8.0,2022-08-14
2621.0,Payer B,Surgery,175.0,27.0,71.0,18.0,14.47,10.28,94.07,49.0,4097.2,10.0,90.14,9.0,89.19,4.0,80.03,24.0,54.86,1.0,4.0,1.96,71.43,46.0,78.13,5.0,2023-08-08
2622.0,,Oncology,220.0,31.0,45.0,24.0,21.05,7.73,129.66,,,9.0,87.09,7.0,98.95,1.0,75.26,,89.08,1.0,4.0,1.24,83.99,20.0,57.08,8.0,2020-04-21
2623.0,Payer A,Cardiology,141.0,21.0,53.0,14.0,19.73,14.08,136.14,52.0,4218.78,8.0,,5.0,98.02,2.0,81.14,17.0,72.0,2.0,4.0,2.44,96.18,10.0,77.3,7.0,
2624.0,Payer A,,153.0,31.0,79.0,18.0,10.95,9.65,,58.0,1695.38,,86.25,7.0,,4.0,73.83,32.0,,,0.0,3.34,99.93,39.0,50.42,5.0,2023-03-26
2625.0,Payer A,,174.0,24.0,43.0,5.0,,9.24,81.3,50.0,2971.52,,91.91,9.0,91.79,3.0,63.48,32.0,96.02,3.0,2.0,1.24,72.8,35.0,62.44,7.0,
2626.0,Payer B,Cardiology,115.0,24.0,,15.0,7.85,13.5,100.55,39.0,3752.15,7.0,79.66,6.0,85.61,4.0,65.46,15.0,99.6,1.0,0.0,2.81,70.55,45.0,70.68,7.0,2022-06-22
2627.0,Payer C,Radiology,117.0,32.0,63.0,27.0,21.77,8.12,115.01,59.0,3607.96,13.0,89.23,7.0,87.34,3.0,,15.0,88.22,2.0,4.0,1.21,76.86,35.0,63.33,9.0,2023-01-01
2628.0,Payer A,Oncology,286.0,120.0,62.0,22.0,19.62,13.17,82.2,53.0,3404.52,9.0,73.97,8.0,81.8,2.0,61.9,26.0,89.63,1.0,3.0,4.07,84.02,36.0,77.76,5.0,2022-07-06
2629.0,Payer C,Cardiology,189.0,29.0,79.0,20.0,18.29,,,45.0,4699.29,14.0,87.53,9.0,95.72,4.0,81.34,21.0,60.42,3.0,,4.49,87.15,35.0,70.91,7.0,2021-08-03
2630.0,Payer A,Oncology,,120.0,53.0,22.0,7.61,6.83,99.57,52.0,1914.1,5.0,88.77,9.0,86.48,3.0,71.02,16.0,59.61,2.0,0.0,,99.2,27.0,88.39,,2023-04-10
2631.0,Payer A,Radiology,105.0,22.0,,12.0,17.8,14.51,51.28,37.0,2974.88,10.0,81.07,8.0,,4.0,,14.0,,1.0,0.0,3.77,,42.0,64.31,9.0,2023-12-14
2632.0,Payer C,Cardiology,284.0,37.0,42.0,14.0,20.44,13.42,145.06,49.0,4535.97,9.0,89.84,5.0,,2.0,84.6,25.0,84.75,1.0,1.0,3.53,86.86,45.0,,7.0,2022-01-05
2633.0,Payer B,Surgery,207.0,120.0,31.0,14.0,,8.88,129.67,37.0,1311.58,14.0,,8.0,89.29,2.0,,32.0,84.34,1.0,0.0,3.78,80.85,46.0,83.43,7.0,2023-12-08
2634.0,Payer A,Oncology,274.0,22.0,36.0,9.0,5.26,11.38,69.2,58.0,1223.55,12.0,,5.0,91.1,2.0,73.57,15.0,,1.0,0.0,4.42,,43.0,60.14,,2021-07-14
2635.0,,Radiology,147.0,120.0,77.0,14.0,18.69,,78.76,35.0,1933.21,,72.81,6.0,96.04,4.0,67.42,17.0,94.32,3.0,4.0,4.23,87.18,35.0,80.17,5.0,2023-06-13
2636.0,,Oncology,141.0,21.0,50.0,22.0,5.38,7.12,148.28,32.0,3532.08,,73.27,5.0,84.22,4.0,64.55,12.0,52.22,1.0,2.0,2.75,91.64,31.0,65.73,9.0,2022-09-29
2637.0,Payer C,Cardiology,175.0,22.0,48.0,25.0,19.14,5.59,87.35,58.0,2039.52,6.0,91.06,6.0,87.98,3.0,73.75,17.0,63.73,1.0,4.0,3.6,84.45,33.0,55.15,5.0,2022-06-05
2638.0,Payer B,Cardiology,287.0,33.0,54.0,28.0,17.71,10.37,128.37,37.0,1760.96,12.0,91.06,6.0,82.6,2.0,86.56,,59.01,2.0,2.0,1.65,79.13,21.0,50.15,9.0,
2639.0,Payer C,Surgery,,23.0,76.0,10.0,7.97,6.43,94.68,58.0,2835.21,14.0,81.78,8.0,81.52,3.0,65.65,16.0,,3.0,4.0,3.78,88.39,20.0,79.75,,2021-01-14
2640.0,Payer C,Radiology,231.0,120.0,51.0,,20.32,6.87,136.41,52.0,3454.39,12.0,94.1,6.0,,4.0,77.06,26.0,,2.0,4.0,,86.74,30.0,57.45,8.0,2021-04-01
2641.0,Payer B,Radiology,229.0,32.0,40.0,12.0,6.37,13.92,120.38,39.0,1994.23,9.0,86.98,5.0,83.78,1.0,88.85,28.0,76.74,3.0,1.0,4.21,82.82,25.0,,9.0,
2642.0,Payer C,Surgery,158.0,26.0,,,21.53,5.07,52.29,34.0,2202.76,10.0,94.57,7.0,81.2,2.0,,35.0,50.26,1.0,2.0,4.27,92.45,45.0,69.89,6.0,2023-12-13
2643.0,Payer B,Surgery,254.0,31.0,61.0,9.0,10.24,13.17,79.44,40.0,3454.24,6.0,83.31,9.0,97.94,3.0,73.2,29.0,93.69,3.0,4.0,2.76,78.47,,63.87,8.0,2020-03-24
2644.0,Payer A,Radiology,126.0,120.0,50.0,6.0,18.78,10.17,105.8,33.0,4782.95,,75.04,9.0,90.69,2.0,81.49,23.0,97.78,2.0,20.0,,84.55,37.0,77.67,5.0,2023-05-22
2645.0,Payer B,Oncology,178.0,28.0,68.0,6.0,23.47,10.59,,46.0,3698.97,10.0,81.11,5.0,82.69,3.0,,,60.12,1.0,2.0,4.92,98.21,33.0,54.29,7.0,
2646.0,Payer A,Oncology,,120.0,49.0,11.0,11.8,11.72,60.2,55.0,4131.62,13.0,94.51,7.0,81.07,3.0,77.72,,92.11,2.0,1.0,4.91,91.68,22.0,55.31,5.0,2020-12-24
2647.0,Payer C,Surgery,106.0,28.0,37.0,21.0,15.06,9.31,110.12,32.0,2467.24,14.0,79.26,6.0,82.4,1.0,86.15,15.0,98.66,2.0,,3.34,81.64,23.0,66.16,5.0,2023-10-28
,Payer C,Oncology,290.0,31.0,71.0,14.0,14.26,6.16,80.22,47.0,2089.02,7.0,93.93,5.0,89.43,4.0,75.44,16.0,66.35,3.0,1.0,3.24,86.39,,70.82,5.0,2020-02-27
2649.0,Payer A,,,31.0,66.0,16.0,8.15,6.03,138.93,37.0,2817.07,10.0,,6.0,93.37,2.0,84.9,39.0,,1.0,1.0,,82.16,17.0,82.97,9.0,
2650.0,Payer C,Cardiology,218.0,34.0,38.0,6.0,16.81,12.54,126.52,59.0,4228.53,14.0,81.05,8.0,92.83,4.0,88.56,14.0,98.88,2.0,3.0,2.2,73.38,10.0,73.43,9.0,2021-03-12
2651.0,,Cardiology,273.0,21.0,54.0,14.0,19.86,7.21,86.97,53.0,2825.2,9.0,83.55,7.0,82.89,,75.04,28.0,52.99,2.0,,2.34,80.05,49.0,86.1,5.0,2022-10-10
2652.0,Payer A,Oncology,162.0,37.0,54.0,24.0,23.34,5.28,66.71,41.0,,13.0,85.19,9.0,,,78.15,30.0,63.8,3.0,,1.86,95.81,26.0,58.71,7.0,2022-05-23
2653.0,Payer C,Surgery,223.0,32.0,62.0,5.0,22.02,14.8,51.15,,4955.09,14.0,86.64,5.0,88.1,1.0,78.28,37.0,87.1,2.0,0.0,,83.84,,,6.0,2022-02-02
2654.0,,Surgery,111.0,33.0,31.0,8.0,15.2,14.8,112.11,,1288.11,5.0,71.92,9.0,89.29,4.0,,16.0,80.87,1.0,20.0,3.48,87.54,36.0,76.21,6.0,2022-04-19
2655.0,Payer B,Surgery,240.0,24.0,48.0,17.0,19.38,8.78,90.61,43.0,1181.64,13.0,93.34,6.0,96.03,3.0,84.69,18.0,84.23,,2.0,4.74,75.44,22.0,79.03,8.0,2021-10-10
2656.0,Payer B,Surgery,142.0,29.0,75.0,16.0,21.02,5.26,81.48,50.0,,9.0,84.92,,86.65,3.0,60.82,21.0,85.4,3.0,3.0,2.55,80.69,49.0,89.55,8.0,2021-06-01
2657.0,,Surgery,116.0,31.0,49.0,15.0,14.87,12.27,148.55,,2537.48,5.0,93.28,8.0,82.94,1.0,82.0,34.0,84.31,2.0,20.0,2.19,97.88,36.0,68.72,7.0,2022-02-25
2658.0,,Oncology,162.0,29.0,71.0,14.0,7.31,13.31,96.61,56.0,1524.17,14.0,85.8,6.0,97.47,2.0,83.51,,67.11,3.0,20.0,1.53,79.43,,64.77,5.0,2020-03-26
2659.0,Payer A,Cardiology,219.0,30.0,70.0,19.0,13.76,6.25,124.98,,4482.66,12.0,80.78,6.0,84.24,1.0,81.01,24.0,65.58,3.0,1.0,2.2,77.52,21.0,84.09,9.0,2022-05-28
2660.0,Payer B,Cardiology,135.0,21.0,71.0,9.0,21.85,6.35,67.74,30.0,1092.59,,,9.0,85.88,2.0,,37.0,71.42,2.0,2.0,4.56,71.68,,57.07,8.0,2023-03-17
2661.0,Payer A,Oncology,107.0,24.0,58.0,29.0,16.93,,51.35,,2263.17,10.0,90.74,9.0,94.13,3.0,61.24,33.0,90.38,1.0,1.0,3.33,72.92,25.0,51.48,,2022-09-06
2662.0,Payer A,Surgery,,26.0,35.0,21.0,19.49,14.22,91.76,58.0,1738.78,6.0,78.15,5.0,93.67,4.0,73.26,30.0,96.91,3.0,4.0,2.81,87.54,43.0,67.74,6.0,2021-10-28
2663.0,Payer B,Oncology,189.0,25.0,46.0,9.0,8.71,12.91,116.57,,4726.16,,93.91,5.0,,3.0,84.55,25.0,72.76,,20.0,3.27,89.8,15.0,59.89,7.0,2023-03-04
2664.0,Payer C,Cardiology,135.0,22.0,54.0,6.0,,7.01,100.66,44.0,3677.92,,81.65,6.0,83.68,1.0,88.02,32.0,54.29,1.0,4.0,4.57,89.25,27.0,65.86,9.0,2023-02-15
2665.0,Payer B,Radiology,127.0,32.0,67.0,13.0,13.08,9.12,139.05,49.0,4648.12,6.0,93.91,7.0,87.05,1.0,66.88,29.0,96.91,2.0,4.0,1.77,86.19,,89.44,9.0,2023-11-03
2666.0,Payer A,,217.0,22.0,33.0,10.0,18.07,,93.4,49.0,4889.31,14.0,92.02,5.0,82.52,4.0,77.38,35.0,54.02,2.0,3.0,4.86,84.73,48.0,63.94,8.0,2020-09-20
2667.0,Payer A,,192.0,25.0,59.0,22.0,,6.6,81.1,32.0,2988.39,5.0,89.19,6.0,90.82,1.0,84.13,,57.96,1.0,4.0,3.66,,23.0,78.32,5.0,2020-11-18
2668.0,,Cardiology,274.0,30.0,49.0,18.0,7.55,7.11,141.6,,,13.0,81.69,9.0,85.85,3.0,82.57,14.0,93.38,1.0,0.0,4.42,,16.0,60.02,9.0,2020-01-11
2669.0,Payer C,Cardiology,175.0,36.0,32.0,23.0,20.64,7.83,90.68,38.0,1774.92,6.0,84.67,8.0,93.78,,78.57,,77.57,1.0,0.0,3.1,85.39,15.0,,6.0,
2670.0,Payer C,Cardiology,200.0,120.0,52.0,18.0,24.36,10.1,76.96,48.0,1891.68,5.0,90.95,9.0,80.01,2.0,60.56,13.0,67.63,3.0,2.0,1.95,73.96,21.0,59.73,6.0,2022-11-13
2671.0,Payer A,Cardiology,257.0,31.0,47.0,12.0,,10.11,59.77,37.0,3834.37,11.0,83.6,9.0,81.19,1.0,81.72,12.0,96.55,1.0,1.0,3.27,74.08,43.0,72.89,7.0,2022-06-26
2672.0,Payer A,Surgery,250.0,36.0,55.0,,5.74,,129.33,31.0,1161.78,13.0,88.45,8.0,88.65,2.0,83.2,,98.03,3.0,2.0,1.27,85.39,10.0,59.04,7.0,2022-04-19
2673.0,Payer C,Radiology,243.0,23.0,65.0,7.0,12.22,12.53,132.51,33.0,1205.44,10.0,,9.0,99.16,4.0,81.69,36.0,66.54,2.0,2.0,4.41,77.34,38.0,78.73,6.0,2023-03-10
2674.0,Payer B,Cardiology,,21.0,37.0,14.0,5.35,14.14,53.33,30.0,3432.57,12.0,82.83,5.0,97.82,1.0,82.97,38.0,93.42,2.0,1.0,3.6,97.66,37.0,77.21,,
2675.0,Payer A,Oncology,170.0,30.0,,21.0,8.85,13.33,85.86,40.0,3568.23,,83.41,9.0,99.88,4.0,72.93,10.0,83.93,1.0,,2.13,84.97,14.0,66.85,5.0,2023-06-08
2676.0,Payer A,Radiology,279.0,26.0,60.0,,20.05,7.54,124.99,34.0,3661.05,13.0,74.95,8.0,88.34,1.0,89.81,,63.72,2.0,3.0,2.1,99.35,30.0,51.02,9.0,2023-02-13
2677.0,Payer C,Cardiology,223.0,21.0,66.0,12.0,23.74,8.31,,31.0,2487.52,11.0,76.12,6.0,80.93,1.0,83.12,14.0,97.07,1.0,4.0,4.61,92.02,48.0,50.91,5.0,2020-10-06
2678.0,Payer B,Radiology,224.0,37.0,74.0,5.0,6.75,10.0,87.78,56.0,4223.78,10.0,92.62,6.0,,1.0,77.36,21.0,53.15,3.0,3.0,,94.32,47.0,71.31,7.0,2021-07-03
2679.0,Payer C,Oncology,136.0,23.0,62.0,17.0,16.16,5.14,137.21,42.0,3134.5,5.0,91.01,,93.52,,88.03,11.0,65.9,1.0,4.0,,81.67,,83.57,7.0,2020-07-17
2680.0,Payer B,Cardiology,128.0,27.0,56.0,25.0,10.08,14.04,89.37,46.0,1421.86,13.0,70.25,8.0,82.7,4.0,87.25,15.0,69.81,2.0,1.0,2.66,74.02,30.0,73.95,,2021-10-31
2681.0,Payer B,Oncology,294.0,39.0,74.0,,7.78,5.44,67.95,46.0,,14.0,91.73,8.0,86.0,3.0,84.44,14.0,84.53,1.0,1.0,4.49,90.69,,67.43,9.0,
2682.0,Payer B,Surgery,242.0,33.0,33.0,11.0,9.38,8.22,50.34,47.0,4812.27,9.0,70.63,5.0,81.12,3.0,76.91,36.0,51.92,2.0,2.0,1.99,,22.0,85.28,8.0,2020-10-12
2683.0,Payer A,Cardiology,274.0,120.0,51.0,18.0,16.56,10.69,83.02,50.0,1240.15,6.0,81.46,8.0,,4.0,75.81,27.0,94.49,3.0,20.0,1.1,,32.0,57.88,7.0,2023-02-25
2684.0,Payer C,Cardiology,273.0,37.0,55.0,9.0,6.3,10.18,87.85,57.0,2565.41,12.0,71.69,6.0,84.18,4.0,69.86,33.0,82.96,2.0,4.0,2.73,75.81,41.0,64.38,,2023-05-15
2685.0,Payer C,,279.0,30.0,61.0,28.0,13.68,11.54,144.51,38.0,2950.06,8.0,94.22,,81.82,,67.53,14.0,,2.0,3.0,4.68,88.8,,72.61,5.0,2022-06-03
2686.0,Payer B,Cardiology,118.0,27.0,53.0,,7.7,10.28,70.61,35.0,1585.88,7.0,,7.0,88.22,3.0,75.37,27.0,82.92,2.0,3.0,3.28,95.98,20.0,61.67,5.0,2020-09-14
2687.0,Payer A,,205.0,21.0,75.0,21.0,10.45,7.29,88.22,57.0,4470.84,5.0,85.27,9.0,87.02,,77.33,25.0,76.85,2.0,3.0,,82.08,22.0,,8.0,2022-02-14
2688.0,Payer A,Cardiology,120.0,34.0,,9.0,8.82,7.01,52.52,,2136.6,9.0,79.81,5.0,90.75,4.0,,26.0,66.81,2.0,3.0,3.6,98.61,29.0,68.09,8.0,2021-10-18
2689.0,Payer C,Radiology,163.0,28.0,,24.0,22.66,14.07,126.35,32.0,4132.03,,82.8,6.0,94.98,,87.68,11.0,51.43,2.0,,3.98,72.3,10.0,52.07,8.0,2021-05-25
2690.0,,,264.0,38.0,61.0,7.0,19.16,7.64,141.51,37.0,3683.98,8.0,89.06,6.0,82.25,4.0,76.72,26.0,77.56,1.0,3.0,,87.61,11.0,57.04,,2021-07-13
2691.0,Payer A,Surgery,126.0,39.0,36.0,9.0,22.37,7.81,73.78,32.0,3392.18,13.0,75.58,7.0,95.82,3.0,75.8,19.0,,3.0,4.0,4.37,93.32,,71.3,5.0,2020-03-04
2692.0,Payer B,,154.0,27.0,62.0,19.0,,9.13,92.9,30.0,1768.57,11.0,81.04,5.0,80.53,2.0,73.07,35.0,90.51,1.0,2.0,3.37,76.05,39.0,,7.0,2021-12-01
2693.0,Payer A,,128.0,38.0,60.0,23.0,11.27,6.39,62.21,49.0,1882.81,9.0,88.43,,88.86,2.0,61.74,12.0,54.43,,2.0,1.38,71.74,,,,2020-05-20
2694.0,Payer B,Surgery,247.0,24.0,41.0,20.0,,10.07,95.68,,1189.39,12.0,79.88,5.0,91.75,3.0,86.47,23.0,,,20.0,4.24,72.4,16.0,74.0,6.0,2022-09-04
